LRp0m1_F2_OGLE5_50438   267.506458  -29.854917  13.138  12.536   167.87    1.08  -0.03
LRp0m1_F2_OGLE5_50470   267.512750  -29.851389  12.998  12.437   -58.16    1.13  -0.40
LRp0m1_F2_OGLE5_50753   267.484667  -29.884306  13.428  12.863   -67.40    0.95  -0.08
LRp0m1_F2_OGLE5_51133   267.510542  -29.867861  13.152  12.413   116.93    0.98   0.10
LRp0m1_F2_OGLE5_51159   267.486542  -29.866667  13.601  13.194  -101.97    1.04  -0.04
LRp0m1_F2_OGLE5_159923  267.585167  -29.811806  12.702  12.181     1.23    1.28   0.09
LRp0m1_F2_OGLE5_258585  267.620833  -29.926028  13.297  12.602    11.76    1.06  -0.86
LRp0m1_F2_OGLE5_264866  267.607667  -29.876167  12.894  12.328   -79.98    0.83   0.08
LRp0m1_F2_OGLE5_279380  267.652417  -29.730583  13.703  12.946   -79.57    1.14   0.62
LRp0m1_F2_OGLE5_379445  267.692250  -29.938806  13.174  12.505   161.49    0.91   0.06
LRp0m1_F3_OGLE5_128734  267.522583  -30.088694  13.148  12.542     7.37    0.94   0.10
LRp0m1_F3_OGLE5_128939  267.572292  -30.068778  13.199  12.659   269.37    0.81   0.08
LRp0m1_F3_OGLE5_129412  267.568833  -30.103917  13.759  13.293    18.74    0.83  -0.45
LRp0m1_F3_OGLE5_129495  267.524333  -30.099528  13.520  13.025    37.82    0.99  -0.53
LRp0m1_F3_OGLE5_129559  267.588042  -30.096472  13.511  12.770    81.93    0.79   0.24
LRp0m1_F3_OGLE5_135464  267.561542  -30.063333  13.448  12.843    49.66    0.81   0.31
LRp0m1_F3_OGLE5_135534  267.583042  -30.060556  13.394  12.767    42.87    0.68   0.19
LRp0m1_F3_OGLE5_135566  267.571208  -30.059139  13.562  12.962    40.31    0.64  -0.04
LRp0m1_F3_OGLE5_136066  267.574042  -30.026944  13.318  12.700  -138.83    0.68  -0.24
LRp0m1_F3_OGLE5_146028  267.589958  -29.928972  13.008  12.452   -29.18    0.69   0.04
LRp0m1_F3_OGLE5_146112  267.542083  -29.920083  12.984  12.539    59.92    0.94  -0.73
LRp0m1_F3_OGLE5_146398  267.560375  -29.892694  13.169  12.671   107.46    0.76  -0.18
LRp0m1_F3_OGLE5_146444  267.569333  -29.888194  13.491  12.895  -229.28    0.66  -0.04
LRp0m1_F3_OGLE5_146844  267.548875  -29.930444  13.321  12.766   -42.80    0.61   0.11
LRp0m1_F3_OGLE5_147061  267.550292  -29.919194  13.052  12.302   104.63    0.85   0.24
LRp0m1_F3_OGLE5_147166  267.584500  -29.913972  13.606  13.119   113.03    0.86  -0.14
LRp0m1_F3_OGLE5_154035  267.583333  -29.838833  13.212  12.686  -232.64    0.69   0.00
LRp0m1_F3_OGLE5_160026  267.585042  -29.807083  13.426  12.841  -172.96    0.69   0.42
LRp0m1_F3_OGLE5_238185  267.653958  -30.074306  13.477  12.873     9.60    0.65   0.33
LRp0m1_F3_OGLE5_244764  267.616167  -30.058278  13.461  12.906   -59.23    0.56  -0.09
LRp0m1_F3_OGLE5_244930  267.613542  -30.047639  13.254  12.730  -209.32    0.67   0.30
LRp0m1_F3_OGLE5_244999  267.634625  -30.041944  13.415  12.889   136.77    0.71  -0.31
LRp0m1_F3_OGLE5_245024  267.638500  -30.039917  13.377  12.736  -200.64    0.90   0.31
LRp0m1_F3_OGLE5_245095  267.653333  -30.033444  13.386  12.841  -233.72    0.62  -0.35
LRp0m1_F3_OGLE5_245106  267.630750  -30.031889  13.441  12.935  -232.44    0.49  -0.24
LRp0m1_F3_OGLE5_245133  267.640583  -30.029556  13.307  12.654   -49.03    1.74   0.56
LRp0m1_F3_OGLE5_245314  267.656792  -30.008806  13.250  12.659   219.91    0.68  -0.29
LRp0m1_F3_OGLE5_245431  267.625750  -30.060722  13.811  13.291  -140.02    1.35  -0.04
LRp0m1_F3_OGLE5_246008  267.614333  -30.029222  13.563  12.934    99.77    0.86   0.30
LRp0m1_F3_OGLE5_246099  267.654875  -30.024361  13.561  12.907  -108.36    0.61  -0.36
LRp0m1_F3_OGLE5_246297  267.625833  -30.013889  13.593  13.102  -274.73    0.95  -0.20
LRp0m1_F3_OGLE5_251498  267.593833  -30.004306  13.372  12.944   -33.45    0.80  -0.36
LRp0m1_F3_OGLE5_251518  267.608208  -30.002639  12.886  12.259     8.73    0.70   0.30
LRp0m1_F3_OGLE5_251638  267.634792  -29.992083  13.527  13.012   135.47    1.13  -0.64
LRp0m1_F3_OGLE5_251647  267.596417  -29.991167  13.108  12.562   195.15    1.15   0.29
LRp0m1_F3_OGLE5_251660  267.649250  -29.990722  13.277  12.684    85.61    0.70  -0.02
LRp0m1_F3_OGLE5_251746  267.651958  -29.983528  13.495  12.974   185.98    0.66  -0.25
LRp0m1_F3_OGLE5_251942  267.643125  -29.966111  13.487  13.016    39.86    0.79  -0.28
LRp0m1_F3_OGLE5_252070  267.607667  -29.954750  13.151  12.495    -1.35    0.74   0.46
LRp0m1_F3_OGLE5_252314  267.618375  -30.000500  13.382  12.844  -198.08    0.63   0.30
LRp0m1_F3_OGLE5_252438  267.618000  -29.994417  13.394  12.819    72.93    0.78   0.19
LRp0m1_F3_OGLE5_252652  267.622583  -29.983111  13.483  12.841    60.90    0.91  -0.09
LRp0m1_F3_OGLE5_252735  267.618583  -29.979694  13.528  12.942    98.60    0.82  -0.27
LRp0m1_F3_OGLE5_252766  267.606708  -29.978333  13.542  12.985   -89.65    0.64   0.45
LRp0m1_F3_OGLE5_252881  267.612875  -29.973611  13.612  13.046   140.73    0.74   0.17
LRp0m1_F3_OGLE5_253052  267.605500  -29.964528  13.491  12.873   203.43    0.93   0.26
LRp0m1_F3_OGLE5_253342  267.642500  -29.950417  13.916  13.436   123.39    1.02  -0.18
LRp0m1_F3_OGLE5_258514  267.617167  -29.934222  13.223  12.801   -87.81    0.66  -0.23
LRp0m1_F3_OGLE5_258913  267.652167  -29.891333  13.010  12.481    93.51    0.72   0.10
LRp0m1_F3_OGLE5_259019  267.641250  -29.943750  13.847  13.402   -57.43    0.97  -0.33
LRp0m1_F3_OGLE5_259023  267.621292  -29.943611  13.348  12.751  -259.07    0.70   0.20
LRp0m1_F3_OGLE5_259024  267.650375  -29.943639  13.605  13.016    12.91    0.61   0.04
LRp0m1_F3_OGLE5_259208  267.611708  -29.934361  13.682  13.275   201.53    1.01  -0.29
LRp0m1_F3_OGLE5_259319  267.602083  -29.927917  13.810  13.464   -46.85    1.47  -0.71
LRp0m1_F3_OGLE5_259725  267.652125  -29.906861  13.244  12.579   -72.55    1.93  -0.75
LRp0m1_F3_OGLE5_264780  267.621292  -29.882222  13.354  12.967  -202.91    0.72  -0.29
LRp0m1_F3_OGLE5_264823  267.640667  -29.879111  13.504  13.092    77.91    0.98  -0.61
LRp0m1_F3_OGLE5_265000  267.613250  -29.866806  13.124  12.675  -147.75    0.57  -0.10
